Daynum,Last,Lblk,Ldr,Lfga,Lfga3,Lfgm,Lfgm3,Lfta,Lftm,Lor,Lpf,Lscore,Lstl,Lto,Numot,Season,Wast,Wblk,Wdr,Wfga,Wfga3,Wfgm,Wfgm3,Wfta,Wftm,Win,Wor,Wpf,Wscore,Wstl,Wto,adv
137,16,3,23,57,14,23,7,13,10,14,16,63,9,13,0,2012,13,9,22,53,19,24,7,14,11,1,9,14,66,9,11,1382
137,6,4,29,46,13,20,4,18,15,4,16,59,6,15,1,2009,10,2,21,54,27,22,9,12,8,0,5,16,61,4,9,1458
137,15,4,21,59,20,21,6,20,12,11,22,60,7,8,0,2010,11,5,32,42,10,21,3,30,22,0,6,19,67,5,15,1211
144,7,6,26,71,19,26,7,18,12,21,19,71,8,16,1,2011,18,1,25,53,26,24,12,20,12,0,7,20,72,12,17,1433
139,11,8,21,50,17,19,6,15,12,10,20,56,5,17,0,2012,13,5,23,50,15,19,5,23,19,0,10,18,62,13,15,1153
136,8,3,10,53,18,26,7,12,10,5,23,69,15,14,0,2016,16,1,23,50,18,27,7,22,19,0,15,11,80,11,20,1428
136,20,1,25,54,22,32,11,18,10,8,22,85,2,15,1,2006,16,1,19,66,22,31,10,22,16,1,15,20,88,6,10,1423
137,19,4,22,65,16,29,6,16,4,12,20,68,9,14,0,2005,11,3,32,56,16,28,7,22,17,0,10,22,80,10,17,1210
138,10,3,20,68,18,21,5,19,14,19,29,61,8,14,0,2006,12,10,30,44,16,21,6,37,26,0,9,15,74,4,18,1181
136,6,5,22,48,14,13,3,25,15,14,16,44,3,20,0,2007,22,3,26,61,31,26,12,16,13,0,15,22,77,6,11,1435
137,8,2,17,56,12,25,2,24,14,16,16,66,9,10,0,2014,19,4,21,55,22,27,6,16,11,0,15,20,71,8,12,1272
137,17,2,18,60,26,26,10,5,3,6,23,65,2,10,0,2006,7,6,30,49,12,29,5,26,12,1,10,10,75,4,14,1277
139,16,10,27,64,30,23,10,4,4,13,15,60,3,13,0,2006,14,2,27,58,16,23,4,19,15,1,11,8,65,7,8,1314
144,8,1,26,64,24,20,3,17,12,17,21,55,4,9,0,2006,12,5,30,44,16,20,8,23,15,1,2,16,63,5,9,1455
146,15,7,20,66,22,31,7,19,15,14,20,84,6,9,1,2006,13,2,22,60,18,30,9,25,17,1,15,17,86,6,11,1163
137,10,5,25,52,22,19,7,17,12,10,19,57,5,9,0,2011,12,1,24,52,14,21,4,24,15,1,12,15,61,3,9,1437
152,6,2,16,56,11,23,2,14,10,11,15,58,8,11,0,2006,8,4,24,53,25,23,12,19,15,0,16,12,73,5,15,1196
136,8,2,23,57,17,19,3,14,9,11,14,50,5,11,0,2008,14,5,31,57,21,26,9,11,7,0,11,15,68,4,13,1323
139,13,3,16,60,18,26,8,7,6,13,17,66,5,17,0,2011,23,1,22,59,26,36,16,18,10,0,11,11,98,8,9,1326
137,10,3,22,48,26,17,7,12,8,9,15,49,4,8,0,2006,15,4,24,46,19,20,5,14,9,1,8,12,54,4,9,1320
139,10,4,21,47,16,19,5,9,9,3,14,52,4,11,0,2006,18,5,25,58,14,27,6,12,10,1,12,10,70,6,8,1326
136,10,1,15,56,26,20,6,17,9,15,16,55,6,12,0,2007,17,4,27,53,16,29,7,20,15,1,12,16,80,9,12,1125
138,9,3,17,55,21,21,6,11,7,16,17,55,6,9,0,2007,12,7,21,52,16,22,4,19,14,1,17,14,62,6,10,1130
144,17,4,18,51,27,21,9,20,14,8,16,65,5,5,0,2007,14,3,24,56,19,25,8,14,8,1,16,18,66,3,11,1435
146,15,4,22,71,20,25,5,34,29,21,19,84,5,9,1,2007,26,11,27,66,14,38,8,18,12,1,11,18,96,4,10,1314
137,8,0,20,50,26,16,8,13,7,9,16,47,12,12,0,2008,14,2,29,51,23,26,8,14,6,1,11,12,66,6,15,1420
137,16,0,14,54,27,21,10,11,7,10,15,59,3,9,0,2012,14,3,25,49,12,30,5,13,9,1,7,10,74,2,12,1125
136,6,2,18,64,28,26,9,15,13,10,21,74,3,9,0,2015,10,3,26,48,23,25,11,32,23,1,10,18,84,5,14,1186
144,15,4,19,54,21,21,5,8,6,13,16,53,8,12,0,2006,7,8,22,45,13,19,5,17,14,0,9,14,57,4,12,1196
152,17,3,21,51,21,25,7,8,3,9,15,60,3,14,0,2007,13,3,21,57,14,25,4,19,13,0,16,10,67,8,8,1326
139,11,3,23,41,18,26,10,17,8,7,27,70,2,20,0,2008,10,0,16,57,28,22,6,30,24,0,12,20,74,6,5,1172
136,14,5,17,61,22,31,8,19,13,14,21,83,5,18,0,2010,15,3,18,55,23,32,13,26,20,0,8,18,97,6,12,1325
137,12,1,24,52,26,20,5,13,11,12,26,56,3,17,0,2011,14,4,22,44,25,18,12,39,26,0,8,16,74,7,6,1433
139,13,4,25,51,25,21,8,17,13,8,23,63,5,12,0,2012,11,3,24,54,15,20,7,31,19,0,17,14,66,4,10,1301
137,15,4,28,64,27,24,7,20,13,11,33,68,6,14,0,2013,15,3,32,49,15,21,6,44,30,0,7,18,78,5,13,1195
138,9,1,17,55,25,24,9,9,7,10,24,64,6,9,0,2015,12,3,21,38,14,22,8,32,23,0,4,14,75,3,9,1428
136,10,3,24,55,18,26,6,5,3,6,22,61,4,14,0,2008,11,1,23,47,18,20,6,33,27,0,6,12,73,9,8,1462
137,9,1,25,50,12,23,5,19,14,11,13,65,3,15,0,2011,10,1,18,60,18,26,4,14,12,0,11,19,68,6,5,1449
137,8,2,31,57,14,19,4,26,21,12,19,63,4,12,0,2015,18,3,30,57,18,26,7,19,11,0,5,22,70,8,9,1277
136,14,1,28,43,19,19,7,13,11,12,13,56,2,21,0,2015,12,2,13,54,16,22,5,13,8,1,9,13,57,13,6,1124
138,17,2,8,46,14,26,6,13,9,4,22,67,8,8,0,2015,13,2,18,34,13,23,7,25,22,0,5,17,75,3,14,1462
137,15,1,25,54,27,21,10,10,8,3,16,60,2,10,0,2004,10,3,29,55,18,25,6,12,9,1,8,14,65,4,12,1320
139,14,2,19,44,13,20,5,15,9,11,14,54,11,22,0,2004,15,1,16,51,18,23,6,6,5,1,8,17,57,12,17,1130
144,5,3,29,69,20,22,5,24,18,16,22,67,4,11,0,2004,10,5,36,63,18,27,6,22,12,1,13,22,72,9,16,1305
146,15,3,26,65,19,26,6,19,13,12,26,71,8,15,1,2004,14,3,30,56,16,25,3,34,26,1,11,17,79,13,12,1242
152,10,0,21,50,15,22,4,25,17,12,15,65,3,13,0,2004,16,4,22,49,17,24,7,16,12,1,7,19,67,7,12,1329
137,19,4,22,65,16,29,6,16,4,12,20,68,9,14,0,2005,11,3,32,56,16,28,7,22,17,1,10,22,80,10,17,1203
137,12,1,14,44,22,22,6,13,9,3,20,59,8,11,0,2010,11,1,22,44,10,19,2,25,24,1,10,15,64,8,13,1329
154,9,1,25,71,22,27,7,21,12,18,26,73,10,14,0,2004,10,2,32,61,17,26,5,39,25,0,18,18,82,5,16,1163
139,11,0,15,53,16,20,6,10,8,7,21,54,7,7,0,2005,10,7,28,42,21,22,10,28,22,0,9,15,76,1,11,1257
137,11,4,20,61,11,25,3,17,10,21,23,63,6,11,0,2007,15,5,20,60,30,19,8,27,21,0,24,20,67,5,9,1424
139,14,0,21,58,20,24,4,19,14,12,24,66,12,21,0,2010,17,3,22,51,21,25,8,23,17,0,7,17,75,8,18,1326
136,13,6,22,66,27,26,10,10,7,13,24,69,7,10,0,2003,12,2,28,47,14,20,6,37,28,1,8,15,74,2,12,1153
136,8,0,21,63,23,18,6,11,7,10,20,49,6,13,0,2004,19,5,36,54,13,29,3,25,15,1,10,14,76,6,15,1434
136,16,0,26,60,26,22,10,12,10,10,19,64,4,13,0,2005,13,5,29,59,16,27,5,22,15,1,11,14,74,5,10,1457
136,14,1,21,51,28,21,10,33,23,10,20,75,4,8,0,2006,11,4,25,50,12,26,6,27,21,1,8,25,79,4,10,1462
138,18,3,24,69,36,31,16,6,2,14,29,80,2,13,0,2006,13,2,27,61,11,28,2,41,32,1,14,14,90,9,7,1231
136,15,1,15,57,23,21,10,18,12,11,23,64,0,8,0,2009,15,5,27,44,15,23,5,31,26,1,7,18,77,5,8,1103
138,14,5,21,62,25,32,12,14,5,10,20,81,4,11,0,2009,18,4,22,60,21,30,9,19,14,1,9,12,83,4,11,1443
137,15,4,21,59,20,21,6,20,12,11,22,60,7,8,0,2010,11,5,32,42,10,21,3,30,22,1,6,19,67,5,15,1199
136,9,4,15,58,15,27,7,15,10,5,22,71,10,10,0,2011,20,2,31,52,15,28,9,26,21,1,12,15,86,6,15,1385
136,10,3,19,49,17,16,3,28,19,12,17,54,2,10,0,2012,15,2,25,50,17,28,9,16,12,1,6,25,77,9,10,1452
136,10,8,24,46,23,18,10,18,12,3,12,58,4,10,0,2013,14,0,29,55,20,23,8,15,10,1,11,16,64,6,10,1380
137,13,2,23,65,15,26,3,37,22,17,33,77,10,12,0,2014,13,1,30,50,18,25,9,41,26,1,7,28,85,5,15,1329
137,5,3,21,54,21,29,10,12,8,3,22,76,3,13,0,2015,16,3,24,58,22,30,7,28,19,1,11,13,86,5,9,1295
139,10,3,15,60,15,28,5,10,7,7,17,68,4,11,0,2015,20,2,27,52,16,32,10,21,13,1,7,11,87,4,11,1234
144,12,7,27,67,13,26,3,11,7,12,22,62,4,7,0,2015,15,4,32,67,19,27,3,23,17,1,18,18,74,5,5,1417
136,8,1,21,62,21,20,4,21,8,13,21,52,11,12,0,2016,12,2,36,56,17,24,6,21,14,1,12,19,68,7,20,1371
138,9,3,20,52,15,22,7,8,8,4,14,59,5,13,0,2016,14,3,26,61,19,34,9,6,5,1,8,13,82,7,9,1428
138,20,5,27,77,30,34,11,21,16,16,25,95,5,11,2,2003,18,4,29,74,24,34,7,29,21,0,18,20,96,7,9,1112
138,9,1,20,75,22,28,3,18,13,19,23,72,4,10,0,2004,18,4,29,64,17,30,8,29,23,0,14,18,91,4,8,1305
138,14,1,27,62,13,29,2,18,9,17,17,69,2,13,0,2005,18,1,24,59,11,29,4,16,9,0,8,14,71,7,7,1403
143,14,4,26,51,10,24,3,26,20,11,22,71,3,17,0,2006,12,4,20,57,21,23,6,30,21,0,12,22,73,5,10,1417
136,14,5,24,56,19,19,7,16,12,6,17,57,6,10,0,2007,15,2,33,58,25,23,9,16,15,0,12,14,70,3,13,1231
137,14,1,23,55,27,28,12,14,8,11,19,76,11,19,0,2008,18,1,19,57,22,28,11,21,15,0,10,18,82,9,14,1172
144,10,5,27,58,23,27,7,23,16,4,19,77,6,12,0,2009,23,4,31,68,19,36,11,27,15,0,11,17,98,8,9,1314
139,14,3,16,60,21,25,3,20,12,11,18,65,8,11,0,2010,17,2,30,53,25,29,12,23,17,0,8,17,87,4,15,1393
138,18,5,24,57,9,24,2,21,17,12,19,67,4,15,0,2011,17,6,23,59,28,31,14,15,13,0,4,19,89,10,8,1140
138,14,1,21,56,23,22,8,19,14,13,19,66,3,9,0,2012,13,4,22,53,24,25,9,18,14,0,9,17,73,6,11,1326
138,13,2,18,59,23,21,8,29,20,21,17,70,8,13,0,2013,16,6,20,50,28,25,14,18,12,0,10,22,76,8,15,1455
139,13,5,28,54,16,22,6,13,11,11,14,61,3,21,0,2014,24,8,21,65,18,32,7,18,13,0,7,18,84,15,6,1112
146,8,3,27,50,10,22,2,9,6,8,15,52,1,13,0,2015,10,2,22,56,19,21,8,19,16,0,9,12,66,8,3,1181
144,18,8,25,55,21,24,8,5,4,12,14,60,4,17,0,2016,9,10,18,61,15,22,5,16,14,0,15,12,63,9,9,1393
134,15,3,29,62,25,23,6,21,12,12,25,64,5,17,0,2015,20,3,31,53,7,26,3,34,19,1,6,19,74,6,14,1264
134,7,4,27,63,15,19,4,13,7,15,11,49,4,13,0,2006,21,10,31,61,26,27,10,9,7,0,7,11,71,2,9,1284
137,4,1,20,55,14,19,4,7,3,9,17,45,2,17,0,2011,17,4,29,60,19,32,9,16,14,0,9,11,87,9,9,1181
136,2,3,25,59,16,17,4,23,18,6,22,56,9,11,0,2015,15,5,38,61,10,28,3,28,20,0,13,18,79,7,13,1246
136,4,0,22,56,19,17,3,10,8,9,11,45,1,7,0,2016,20,7,31,58,25,32,12,8,5,0,6,14,81,4,5,1438
136,8,1,18,56,14,21,3,24,17,16,17,62,12,11,0,2013,11,3,23,42,18,22,8,20,16,1,3,20,68,3,13,1307
136,5,6,18,57,12,21,4,16,11,16,20,57,6,11,0,2014,9,3,24,44,17,19,6,28,17,1,9,15,61,4,12,1153
136,14,0,17,56,24,25,9,14,11,8,21,70,4,10,0,2012,13,5,25,46,18,25,8,30,21,0,10,18,79,8,16,1435
138,12,1,22,58,18,16,5,19,14,11,14,51,7,8,0,2013,13,2,36,49,15,27,9,16,11,0,3,20,74,4,12,1112
138,8,3,24,53,17,22,6,30,23,8,17,73,4,11,0,2014,17,1,24,57,21,28,7,22,17,0,10,20,80,9,11,1277
136,9,2,14,55,13,21,5,20,18,12,16,65,9,7,0,2015,14,2,23,49,7,27,5,13,8,0,12,18,67,2,17,1314
137,6,1,26,56,19,23,3,26,17,12,24,66,3,16,0,2016,8,3,27,52,14,27,3,25,20,1,2,25,77,3,11,1143
139,13,1,26,70,19,23,4,15,10,16,22,60,2,9,0,2016,8,7,33,48,18,22,1,31,28,0,3,18,73,5,11,1268
135,10,2,24,56,20,22,3,11,8,9,20,55,4,9,0,2016,14,1,27,40,25,18,9,19,14,1,2,13,59,3,14,1380
136,14,1,20,54,15,24,5,25,15,14,20,68,4,9,0,2003,14,3,20,51,16,22,9,23,19,0,11,23,72,4,10,1266
137,10,0,19,42,11,14,1,31,22,11,23,51,9,20,0,2007,11,3,19,41,12,18,2,30,23,0,9,21,61,9,18,1356
137,6,2,20,55,23,20,6,15,6,8,17,52,3,10,0,2016,15,6,33,61,20,34,6,22,17,0,11,15,91,1,7,1332
137,7,1,20,60,20,25,7,32,20,9,19,77,6,6,0,2010,18,4,33,68,17,32,4,25,21,0,17,20,89,2,10,1268
137,10,0,15,64,16,20,3,14,10,11,25,53,9,15,0,2004,18,8,35,39,12,24,5,40,25,0,6,19,78,6,25,1242
136,10,5,18,58,24,22,8,13,8,17,16,60,6,14,0,2003,15,4,23,56,14,24,5,14,12,1,15,14,65,11,14,1443
137,8,2,18,49,20,17,8,17,11,9,13,53,4,10,0,2004,19,5,28,60,24,27,9,13,9,1,16,17,72,5,8,1293
139,14,5,20,58,16,27,7,11,7,14,14,68,1,13,0,2004,26,1,19,55,19,35,11,14,11,1,2,14,92,9,4,1153
136,11,3,27,57,16,23,4,11,5,15,19,55,6,17,0,2005,16,2,22,54,21,23,6,21,15,1,8,13,67,8,8,1192
138,10,1,20,54,9,20,3,25,16,12,17,59,10,14,0,2005,18,3,26,49,12,26,2,20,17,1,6,18,71,9,16,1305
143,12,3,22,57,29,22,7,18,12,13,12,63,4,12,0,2005,20,2,25,57,20,28,9,15,12,1,8,20,77,7,9,1454
145,21,8,25,61,18,32,7,21,18,12,10,89,11,17,1,2005,21,2,18,71,35,32,16,15,10,1,14,18,90,12,13,1112
152,10,4,19,54,20,21,6,12,9,7,13,57,5,5,0,2005,21,0,28,56,30,27,12,8,6,1,10,12,72,4,7,1257
136,15,1,14,41,27,21,13,18,14,1,13,69,7,11,0,2006,17,1,21,50,22,29,8,14,12,1,7,17,78,6,11,1102
137,10,0,17,54,24,21,7,19,13,8,16,62,8,9,0,2011,21,2,28,47,13,28,7,14,10,1,5,17,73,3,15,1424
137,7,5,28,51,19,17,5,13,10,8,20,49,5,15,0,2013,10,4,26,52,31,16,8,24,17,1,11,12,57,8,12,1160
138,12,3,31,63,17,22,5,16,11,10,10,60,6,9,0,2003,12,4,32,61,24,25,13,5,5,0,5,13,68,5,11,1323
144,17,2,22,64,13,26,4,11,6,14,15,62,5,12,0,2004,19,5,24,51,18,28,6,15,10,0,5,14,72,10,13,1181
154,18,1,22,70,40,27,12,6,4,17,18,70,8,8,0,2005,12,2,26,52,16,27,9,19,12,0,8,13,75,4,10,1314
138,15,0,25,63,18,25,5,11,9,10,28,64,4,12,0,2006,8,5,27,45,15,17,5,39,28,0,8,17,67,5,11,1449
137,12,1,28,45,17,19,6,15,8,9,22,52,3,21,0,2007,11,4,18,42,14,15,6,28,18,0,4,12,54,11,9,1439
136,14,3,24,63,18,31,5,7,5,5,24,72,9,12,0,2009,13,4,28,56,19,27,9,22,13,0,9,12,76,8,15,1443
139,16,2,21,60,21,23,6,9,7,10,18,59,7,12,0,2011,17,2,29,52,12,27,4,20,15,0,7,11,73,5,12,1242
139,7,3,22,61,27,23,7,7,6,16,17,59,2,8,0,2013,12,2,22,55,25,22,9,15,10,0,13,10,63,4,6,1274
137,13,6,20,52,12,22,5,16,13,9,21,62,2,8,0,2003,15,2,22,49,18,19,7,26,22,1,13,17,67,1,8,1104
136,15,2,26,55,18,31,10,15,11,10,19,83,7,16,0,2006,14,0,16,71,26,35,8,16,9,1,15,16,87,11,9,1361
136,14,5,24,56,19,19,7,16,12,6,17,57,6,10,0,2007,15,2,33,58,25,23,9,16,15,1,12,14,70,3,13,1211
136,7,6,16,49,12,27,4,10,8,7,13,66,5,17,0,2012,15,0,14,54,13,32,7,10,8,1,7,12,79,12,12,1308
138,8,3,15,57,30,23,9,13,6,8,16,61,10,11,0,2012,13,2,28,46,13,24,6,11,9,1,8,13,63,6,22,1433
137,7,3,17,62,20,26,8,4,2,11,21,62,1,10,0,2013,17,3,26,55,23,29,9,21,16,1,12,8,83,3,9,1241
139,8,4,21,62,24,21,3,8,7,14,18,52,5,10,0,2013,9,2,28,45,13,19,4,20,16,1,4,8,58,0,12,1396
136,9,2,15,59,17,28,3,18,15,9,19,74,7,15,0,2016,23,5,22,57,16,37,10,19,15,1,8,16,99,10,12,1151
138,8,2,24,57,16,24,4,19,15,10,24,67,6,16,0,2016,13,4,24,52,21,25,6,23,17,1,6,22,73,5,13,1246
139,13,2,15,44,17,19,6,10,8,5,18,52,3,16,0,2003,15,1,21,47,9,25,4,28,20,0,10,14,74,9,11,1338
138,18,3,24,69,36,31,16,6,2,14,29,80,2,13,0,2006,13,2,27,61,11,28,2,41,32,0,14,14,90,9,7,1211
138,8,4,25,52,16,17,5,21,10,13,19,49,4,12,0,2007,10,2,29,47,9,17,2,24,18,0,9,19,54,6,10,1417
137,14,3,16,64,24,28,10,12,6,14,23,72,8,10,0,2008,14,4,25,48,17,26,8,33,26,0,9,18,86,5,12,1116
144,16,2,19,69,18,36,5,17,13,12,27,90,3,8,0,2012,12,4,24,64,10,31,5,37,35,0,15,18,102,3,6,1246
143,8,2,23,47,15,16,3,24,15,11,18,50,6,18,0,2013,4,11,25,48,10,21,4,20,15,0,7,17,61,11,14,1393
137,10,3,25,59,22,24,11,20,17,12,26,76,3,13,0,2015,9,6,24,61,13,25,2,34,29,0,15,17,81,9,7,1455
144,13,1,17,61,31,25,13,26,23,15,27,86,2,12,0,2016,20,5,22,62,20,32,11,33,26,0,15,22,101,7,9,1314
137,13,1,15,55,21,22,7,14,9,10,24,60,7,14,0,2011,17,4,26,44,16,23,7,31,24,0,9,16,77,8,15,1393
136,6,3,16,61,18,23,3,25,15,13,19,64,10,15,0,2006,16,11,30,51,10,27,5,27,21,0,9,17,80,8,18,1261
134,19,3,28,70,25,31,6,8,4,8,19,72,10,18,0,2012,21,7,33,62,20,30,7,20,11,0,10,14,78,9,20,1140
137,13,2,26,65,28,23,6,21,18,14,18,70,4,19,0,2013,25,7,31,71,15,34,7,25,20,0,13,17,95,8,10,1326
136,12,3,28,64,24,31,7,18,12,9,20,81,6,13,0,2016,17,5,28,64,22,32,10,25,20,0,7,17,94,9,10,1235
137,13,4,20,63,28,21,6,10,4,10,15,52,1,6,0,2015,12,5,32,69,16,35,6,10,7,1,14,11,83,3,5,1172
137,12,3,36,66,18,30,4,9,6,13,21,70,2,12,1,2016,13,3,25,69,28,24,7,22,17,1,13,15,72,6,3,1396
136,5,1,27,59,17,20,5,25,19,16,20,64,6,11,0,2005,18,8,27,57,18,27,9,22,13,0,9,19,76,5,8,1153
137,10,5,27,41,18,18,6,26,21,9,17,63,4,19,0,2006,17,4,17,60,23,23,9,14,9,0,14,21,64,9,11,1322
135,14,2,23,58,16,24,4,15,13,7,28,65,2,6,1,2014,13,1,27,54,21,24,5,30,25,0,10,14,78,2,8,1397
139,10,3,15,60,15,28,5,10,7,7,17,68,4,11,0,2015,20,2,27,52,16,32,10,21,13,0,7,11,87,4,11,1211
139,14,3,19,60,24,27,7,13,7,10,19,68,6,13,0,2016,23,4,26,54,19,32,10,17,13,0,6,16,87,9,13,1437
137,8,1,21,63,23,21,5,10,6,20,18,53,9,17,0,2005,11,8,24,57,8,25,2,19,12,1,15,17,64,12,13,1278
136,8,5,16,56,19,21,7,22,15,8,17,64,7,4,0,2012,10,4,29,54,16,26,6,20,19,1,12,15,77,2,11,1163
137,9,2,26,51,17,22,4,13,10,9,11,58,2,17,0,2013,19,1,22,59,21,29,9,12,9,1,5,13,76,4,6,1323
137,12,5,11,65,16,30,5,12,10,13,13,75,3,6,0,2014,21,5,24,55,17,35,9,16,14,1,10,14,93,5,9,1300
139,10,4,26,70,20,33,8,15,9,12,21,83,8,12,0,2014,16,1,26,66,26,29,12,21,15,1,11,17,85,6,14,1314
136,12,3,28,64,24,31,7,18,12,9,20,81,6,13,0,2016,17,5,28,64,22,32,10,25,20,1,7,17,94,9,10,1233
138,9,1,25,54,25,20,8,16,13,7,14,61,1,8,0,2016,15,0,27,53,21,30,11,16,7,1,4,10,78,6,6,1114
139,20,2,27,76,13,27,4,17,7,20,23,65,8,17,0,2005,20,4,35,65,25,31,8,37,22,0,15,18,92,14,13,1314
138,7,2,19,61,22,25,3,25,18,12,18,71,6,7,0,2012,19,5,28,56,20,31,10,22,15,0,12,19,87,2,11,1246
139,14,0,24,52,25,23,12,23,17,12,20,75,4,16,0,2013,12,2,19,49,18,25,9,26,19,0,3,20,78,7,9,1326
144,14,3,19,69,16,32,6,15,6,17,17,76,4,9,0,2014,9,4,26,50,19,26,9,22,20,0,5,15,81,5,9,1163
136,12,9,28,65,23,24,6,7,5,9,15,59,9,11,0,2015,9,5,33,69,18,24,3,11,9,0,19,10,60,7,13,1412
144,16,2,22,52,18,27,7,15,10,2,19,71,6,12,0,2016,26,5,26,57,11,32,4,24,16,0,7,13,84,8,8,1438
137,10,1,18,60,15,22,4,22,16,15,15,64,7,19,0,2003,22,4,25,65,20,40,10,11,5,0,10,17,95,7,13,1246
137,10,1,12,69,22,25,6,14,13,7,20,69,8,8,0,2007,27,6,38,73,28,43,10,27,16,0,24,13,112,5,12,1196
135,11,1,19,59,16,21,3,14,10,16,12,55,7,11,0,2013,17,10,25,56,23,26,8,12,8,1,14,16,68,3,11,1254
137,7,3,17,62,20,26,8,4,2,11,21,62,1,10,0,2013,17,3,26,55,23,29,9,21,16,0,12,8,83,3,9,1231
136,13,1,19,56,17,23,6,10,9,13,15,61,6,13,0,2003,13,4,20,51,6,28,2,11,6,1,7,17,64,8,11,1429
138,11,5,14,69,15,28,4,23,16,17,21,76,7,11,0,2003,21,6,28,59,9,40,5,34,23,1,12,20,108,6,13,1113
143,11,7,22,65,26,25,10,8,5,11,18,65,6,14,0,2003,14,5,29,67,12,29,1,17,10,1,18,16,69,4,17,1181
145,16,2,26,55,22,23,10,23,19,11,17,75,8,19,0,2003,16,5,22,67,26,29,8,18,12,1,15,20,78,13,15,1112
152,7,3,18,74,16,23,3,18,12,21,17,61,7,11,0,2003,22,5,33,71,19,38,8,17,10,1,19,15,94,8,12,1266
137,10,0,15,64,16,20,3,14,10,11,25,53,9,15,0,2004,18,8,35,39,12,24,5,40,25,1,6,19,78,6,25,1227
139,19,1,18,54,20,23,6,15,11,9,18,63,6,14,0,2004,17,3,25,60,15,29,5,21,15,1,15,15,78,11,13,1334
144,12,4,19,71,33,23,8,24,20,14,27,74,13,12,0,2004,21,3,35,56,10,30,4,44,36,1,10,19,100,9,17,1412
137,9,1,27,66,19,21,2,34,23,16,17,67,12,21,0,2007,29,7,37,74,22,40,13,26,14,1,13,26,107,14,12,1310
139,17,2,17,58,26,24,10,23,18,15,22,76,5,12,0,2007,19,5,21,53,16,30,10,23,18,1,9,21,88,7,11,1246
143,9,2,14,57,25,21,6,14,10,17,21,58,6,15,0,2007,16,1,20,42,6,25,1,19,10,1,6,16,61,9,19,1356
136,11,3,18,55,25,21,9,14,10,13,18,61,8,16,0,2008,21,3,23,61,25,33,12,15,7,1,15,15,85,10,11,1340
138,6,1,17,45,22,12,5,34,27,9,20,56,6,10,0,2008,9,1,29,50,13,29,5,19,12,1,7,26,75,7,10,1424
144,5,2,15,59,17,21,3,18,12,15,17,57,10,14,0,2008,16,5,26,45,19,24,8,20,16,1,7,18,72,8,18,1437
146,17,2,21,57,27,22,8,12,5,9,15,57,7,9,0,2008,12,5,28,52,14,23,5,14,8,1,10,16,59,5,14,1172
152,7,3,20,67,24,24,5,15,13,13,14,66,7,18,0,2008,17,9,31,64,15,34,5,14,11,1,11,21,84,10,19,1314
154,14,3,17,62,22,25,6,19,12,11,17,68,11,13,1,2008,14,1,30,55,12,29,3,15,14,1,9,18,75,11,17,1272
137,9,4,25,62,24,26,10,15,12,9,21,74,3,9,0,2009,17,2,29,64,12,32,4,20,16,1,10,17,84,5,5,1295
139,7,6,26,72,19,16,4,8,7,17,23,43,13,11,0,2009,9,12,39,53,16,23,3,22,11,1,11,11,60,5,17,1173
136,11,4,20,62,19,25,7,21,17,13,16,74,6,13,0,2010,17,11,27,69,21,38,9,10,5,1,14,18,90,10,14,1250
137,10,3,19,51,25,18,9,12,8,6,16,53,6,12,0,2011,19,1,29,57,20,29,9,8,5,1,11,13,72,5,14,1131
139,16,2,21,60,21,23,6,9,7,10,18,59,7,12,0,2011,17,2,29,52,12,27,4,20,15,1,7,11,73,5,12,1228
144,7,2,19,65,26,22,4,12,9,16,10,57,3,11,0,2011,20,3,28,63,19,30,9,10,8,1,15,14,77,7,9,1350
137,9,3,25,63,17,20,3,14,7,16,21,50,9,14,0,2012,12,5,33,50,16,23,5,23,14,1,7,17,65,6,14,1178
139,11,1,24,50,18,20,8,19,12,12,16,60,3,10,0,2012,10,4,23,62,24,21,6,23,15,1,21,18,63,6,7,1345
144,10,6,26,67,21,19,6,17,13,21,17,57,7,14,0,2012,13,11,30,64,14,24,1,20,11,1,20,14,60,9,14,1301
146,18,6,27,64,17,28,2,12,9,8,17,67,5,10,0,2012,14,3,30,63,14,29,4,24,18,1,11,16,80,9,8,1314
152,11,7,20,59,22,20,8,15,14,10,17,62,7,12,0,2012,14,8,30,56,11,25,3,14,11,1,12,15,64,5,17,1326
137,8,0,23,66,20,21,3,18,12,18,24,57,9,10,0,2013,11,9,31,42,6,20,0,30,24,1,4,15,64,4,17,1443
139,10,1,20,73,21,22,6,10,8,16,20,58,15,11,0,2013,11,5,35,55,14,24,5,21,17,1,15,11,70,7,22,1314
137,14,1,11,57,31,22,12,16,13,8,21,69,8,7,0,2014,17,7,29,53,7,32,0,24,16,1,14,14,80,2,14,1184
137,8,3,15,56,15,20,5,16,11,14,15,56,10,11,0,2015,16,3,26,50,13,27,9,15,12,1,10,17,75,7,14,1308
136,6,0,22,61,15,25,4,37,25,15,23,79,8,12,0,2016,23,9,27,70,16,39,6,27,21,1,14,27,105,8,10,1122
138,11,4,19,62,22,21,10,11,9,5,19,61,7,6,0,2016,14,7,36,51,17,25,6,22,17,1,8,13,73,3,13,1163
143,9,7,22,55,25,22,5,20,14,6,23,63,7,9,0,2016,14,1,30,62,9,29,3,21,18,1,13,20,79,5,11,1268
154,18,4,26,71,20,31,4,30,12,26,16,78,9,18,0,2003,13,7,25,63,18,30,11,17,10,0,11,22,81,10,17,1393
